asin,rating,title,text,date
B001RVFDOO,2,Not impressed,"Despite the plethora of positive product reviews for these snacks, I see no reason to buy them again. Read those positive reviews and compare the content in some of them to the guidelines of a non-profit consumer organization for reviews. They contain a lot of ""Wow!"" with little specifics that would have been included by a true believer. Weigh the others as you will, but the proof is still in the pudding.<br /><br />The texture is their best asset (if you like that sort of texture); that's about it for me. They appear to be an extruded potato product (many of those out there) with various seasonings that do not impress me, either. The most basic of them puts 160mg of sodium into the TINY .8oz package. If you were a deer, you might eat them for that alone. The fat is reduced, that much is true. But...<br /><br />Unless you are ready to trade fat for sodium, it's no deal. But wait... baked kettle chips, in a 1oz serving, up the fat to... 3G, the same as the .8 of the basic flavor. You got .2OZ free on that one. The baked kettles possess 135mg sodium, vs. 160. These chips give you 1G fiber in .8 vs. 2 in 1oz of baked kettles. This product loses again.<br /><br />The only place you might 'gain' is in carbs 21 for the kettle chips, 15 for these, but remember... you have .2oz extra in the kettle's nutrition info... just about a wash.<br /><br />And then, topping it all - the cost... $0.92 an oz vs $0.44 for baked kettles in subscription. Wow. These wonderful snacks cost $14.72 per pound, packed as they are. The prices will fluctuate... but think about the things you can buy for that money instead. These are microscopic bags (that does not help the environment, either - portion control aside) with product largely deriving its kick from sodium and cheap spices.<br /><br />The most positive thing I can say is the product is packed very well. Lots of air in the bags to protect the chips, and they will mostly arrive intact in their tiny portions in tiny bags. You won't have many crumbs in the bottoms of these little bags, so that is a good thing.<br /><br />But... bottom line... expensive junk ""health food"". ""Wow!"".",5/27/12
B001RVFDOO,1,disgusting,Two words: potato flakes. Not sure what the buzz about these is. Try one bag before you buy a case. Can't be returned.,3/8/12
B001RVFDOO,5,Pop Chips Are Tops,in my book. You can eat one serving with ease and not feel any remorse. Just wish That there were more BBQ and Cheese flavored selections. The Black pepper is the BESTEST yet.,11/27/11
B001RVFDOO,2,I did not like the taste!,OK...but would never buy them again my husband ate some...<br /><br /> I thought they tasted a lot like the chips they used to call MUNCHO'S!<br /><br /> Just not for me!,7/3/11
B001RVFDOO,2,Didn't like the taste,"I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though, they just don't taste good to me personally. My grandmother loved them though and I gave the rest to her.",7/2/11
B001RVFDOO,5,Amazing!!,they taste awesome! esp the salt n pepper one! I love them and they are really healthy! the packaging is really good..,6/28/11
B001RVFDOO,5,popchips,"These popchips are a great alternative when you need a munchie, crunchie snack. They are much lower in calories/fat than regular chips and are portioned controlled. I especially like the barbeque flavor or the salt and pepper flavored popchips.",6/28/11
B001RVFDOO,5,fantastic mix of Popchip goodness,"We love Popchips, but they're hard to find at our local grocery stores. I was very excited to find this variety pack, which has 6 flavors (some of which we'd never tried before) in single-serve packages right around 100 calories a piece. Our favorites were the original, sea salt & vinegar, and sour cream & onion... but all of the flavors were good. These were perfect for snacks, but they also made for easy lunches. We'll definitely order again!",6/23/11
B001RVFDOO,5,Popchips 6-flavor Variety Pack.,"Popchips are an excellent snack. I really like all of the varieties. I use Amazon's subscription plan and save some $$  -  I get 1 24-pack box per month, shipped automatically. Life is grand!",6/22/11
B001RVFDOO,5,Popchips,"Popchips are phenomenal!  Unfortunately, just not readily available at a retailer near you.  Ordering online is the next best, especially with Amazon Prime service! My dad loved his boxes of Popchips.  I'm happy, as his daughter, to find a healthier snack that he can enjoy and receive right at his doorstep.",6/17/11
B001RVFDOO,5,Yummy PopChips,"I am enjoying the recent purchase of PopChips, so far I have enjoyed all the flavor choices.  The individual serving bags make it easy for me to have just the right portion serving with my meals or if I have a craving for a snack.  Thanks for the product. Jean Roth",5/24/11
B001RVFDOO,5,YUM we love pop chips!,"I'm really glad Amazon carries these, they are so much better for you than regular chips and actually taste good too.  We haven't found a flavor we didn't like yet.  I'll probably use the Amazon subscribe feature to get another $3 off as we will go through these fairly regularly.  Awesome chips!",5/14/11
B001RVFDOO,5,pop chips,these are the best chips I have every tasted They are Healthy for4 you & have Great flavor  I will buy often I eat 1 bag a day with my Lunch  Yummy !!!,5/12/11
B001RVFDOO,4,Great Chip,This chips are perfect for a snack without having greasy fingers leftover.  All the flavors are great with my favorite being the vinegar and sea salt.,5/6/11
B001RVFDOO,5,Great Chips - Love the Salt & Vinegar,Great Chips - No after taste...<br />Seem to be much better for me.<br />Need to buy the big bags now.,3/28/11
B001RVFDOO,2,We really didn't like these!,"I decided to give these a try since one of my good friends and her son raved about how good they were...Bad idea!  I almost ordered two since they were such a good price, I am so glad I didn't!  We don't care of these AT ALL!  The concept is nice, chips that are crunchy and better for you than most, BUT they taste funny!  They have a funny aftertaste and are not that enjoyable.  We have been slowly (and I mean very slowly) making our way through the 24 the box brought (we still have 19 left and we received them over two weeks ago) so they are not so horrible that you can't eat them, its just like forcing us to eat them so we don't have to throw them all away!  If you haven't had them before, I suggest trying them before committing to 24 bags of various yucky flavors!",2/7/11
B001RVFDOO,3,They're Okay.......,"Not anything to rave about. They were okay. I think if I truly had a craving for chips I would just buy and eat ""regular"" ones. Won't buy again.",11/18/10
B001RVFDOO,5,Excellent 2 thumbs up !!!!,"Amazing concept... not fried, not even baked... Popped like Popcorn... !!!!<br />This is another product for my Weight Watchers regima. Each bag is only 2 points.. I love this snack for mid morning in between breakfast and lunch. They taste really good.. my favorite are the Bar-b-que, Salt & Vinegar, and the Sour Cream.. they are all good though.",11/15/10
B001RVFDOO,3,Nothing special - Baked Lays taste better,"Although they are mildly healthier, they don't taste as good as Baked Lays.<br /><br />Also, having a huge box of chips around isn't necessarily healthy because I ended up eating them more often.<br /><br />They are worth a try, but they just seem a bit overpriced (even with subscription savings) and over-hyped.",4/12/11
B001RVFDOO,3,Cross between Pringles and a rice cake. The bonus is they're all natural,"They're okay, but not the most amazing thing ever.<br /><br />~ The Good ~<br />Good flavor, no too strong or weak.<br />Crunchy, but not too dry.<br />Plenty of chips in each bag. Not just filled with air.<br />Not greasy, so makes a good on-the-go snack.<br />All natural, using no artificial flavors or colors.<br /><br />~ The Bad ~<br />Sill plenty of fat per bag (3.5 grams per bag of the sour cream flavor) so don't get them expecting them to be low fat.<br />Tastes like a low-fat chip, but with all the fat of regular chips.<br /><br />~ Conclusion ~<br />I'm 50/50 on if I'll order them again. I have a finicky stomach, and so I'm fine with things that taste low-fat and healthy, since those are mostly what I eat. But these have all the fat and calories of chips that are fried and even more than those that are baked, so I'm undecided on if I want more chips that have a healthy taste with all the fat. The all natural ingredients are what make this chip different, and what might bring me back for more. It's definitely one of those snacks you have to try for yourself, and see if you like them or not.",6/20/12
B001RVFDOO,2,Too strong of flavors,"I love shrimp chips and I love healthier alternatives as well so I thought these would be a match made in heaven. Not so much. The flavors were too strong most of the time (I am a huge fan of pepper but even I had a hard time enjoying the salt & pepper flavor and the salt and vinegar made me shudder with each bite because of how strong the vinegar flavor is -- and this is from someone who currently lives in the UK and enjoys all types of vinegar crisps here) and too bleh in others. The only flavors that my husband and I both liked were the bbq and sour cream and onion and we didn't enjoy them enough to want to buy these again.<br /><br />I wish these were as good as all the hoopla regarding them said but we still have 15 bags of these in our cabinet four months later uneaten so needless to say, I will be giving these away and avoiding them from now on.",5/9/12
B001RVFDOO,3,If you're expecting full chip flavor reconsider getting another brand of chips.,I expected from the extremely positive reviews on the site for full flavor healty chips. In reality I get an OKAY taste with a strange aftertaste on basically all of the flavors. Chedder and Salt&Pepper honestly being some of the worst tasting chips I've ever had. If you're just looking for a great tasting brand of chips with health as a #2 on the list there are much much better brands out there. In the end I compare these chips to diet soda vs regular; Some won't tell the difference while some will immediately sense it and hate it.,2/24/12
B001RVFDOO,5,Great for losing weight!,"I ordered these chips because they got so many good reviews and I'm so glad I did.<br />All of the flavors are tasty and satisfying. At 100 calories a bag, they are a great snack. They quell that hunger for crunchy, salty, goodness without killing my diet. Yes, they are a bit pricier than a big bag of regular chips, but it stops me from eating just a couple more and 1 bag is really enough to keep me happy. I've got a new favorite chip.",9/21/11
B001RVFDOO,5,Good chips and not bad for you,"If you are trying to eat healthy (like me), but love junk food (like me), these are the chips for you.  I have given up potato chips and french fries in my quest to eat guilt free, but a sandwich just needs something on the side. These chips add a great crunch as a side to a sandwich, and are a great snack for only 100 calories. They have no preservatives, no artificial flavors or colors, no cholesterol, 0 grams saturated fat, o grams trans fat, and are gluten free. Ingredients are potato flakes, potato starch, safflower oil and/or sunflower oil, rice flour, sea salt. They would be great to pack in a school lunch or for an after school snack. I ordered them on the subscription plan, a case a month, but might have to add an extra shipment. Everyone I have given a pack to loved them too and came back for more.",9/20/11
B001RVFDOO,3,Over Priced - Cheaper at Costco,Popchips are good and great for diet snack. But on Amazon the price is nearly double the cost of Costco. An 18 pack is only $7.89 at Costco.,6/23/11
B001RVFDOO,3,Tasty but Salty,"So for a ""healthier"" snack it sure is salty. But then the salt is a way for them to make the chips taste better without additional calories. Each bag is 100 calories with 10% sodium intake for the day.<br /><br />The chips are not bad, i just wouldn't get them again because most of the flavoring comes from the salt.",10/11/10
B001RVFDOO,3,Not as good as I was lead to believe,"I really wanted to like these. All the reviews made it seem supernal, and, well as advertised, it's not fried nor baked.<br /><br />However, even though it is advertised as being ""healthy"" but still with plenty of flavor, that flavor just means each chip is loaded with salt. I only looked at the nutrition facts after I felt they were too salty, and I discover that a 100cal bag contains 10% dv of sodium.<br /><br />I'm not a health nut, nor am I trying to diet. These were my first food purchase from amazon, and I bought them because they were at the top of the search list and seemed to be a best seller. However, I just couldn't get into these chips.<br /><br />I realize that the flavour of the chips is up to each individuals' tastebuds, and so I will say that these are perfect for those who enjoy chips with strong flavor. I personally enjoy chips where I can taste some potato as well.",9/4/10
B001RVFDOO,5,GREAT CRUNCH SOLUTION!!!!!!!!!!!!!!,I HAPPENED UPON THIS ITEM IN MY LOCAL DELI AND BEING CURIOS I DECIDED TO TRY.  THEY WERE FABULOUS BETTER THAN THE REGULAR CHIPS BY FAR.  I GIVES YOU SATISFACTION OF CRUNCH AND FLAVOR IN A POTATOE CHIP.  GREAT GREAT FIND.,4/23/10
B001RVFDOO,4,"Pop Chips, yum!","I first got the variety pack to try all the different flavors, then I picked 2 and ordered them on Subscribe and Save (1 each on alternate months).  It's much cheaper than the vending machine at work and they only have chips that are bad for you.  These chips are crisp, delicious, and taste salty, mmmmmmm good! Each bag has 230 mg. of sodium. They only have 100 calories in a bag, and the amount of chips in the bag is ample for one serving, unlike other 100 calorie snacks where you get 7 almonds, or 5 crackers....  Now I can have chips every day at work for lunch, no guilt!  The Salt and Pepper variety is absolutely delicious.  The plain is great for dipping, and the barbecue is full of flavor.  The salt and vinegar is very sour, if you like that type, and the cheddar and sour cream and onion varieties are good, just not my favorites.  A very good deal on Subscribe and Save, chips delivered to your door, individually bagged and ready to take for lunch.  Convenient!  Nothing bad to say about PopChips!",3/2/10
B001RVFDOO,5,Good but didn't receive what was ordered,The chips are good with fast service but I ordered a case(24) of Popchips 6-flavor Variety Pack and received 24 bags all Barbecue flavored.,12/25/09
B001RVFDOO,2,Popchips vs Baked Lays? Baked Lays taste MUCH better.,"I love Amazon and I love the reviews from people, I've been introduced to alot of great products b/c of the reviews, but this time? Total, complete LET DOWN! Popchips having 4.5 stars is just down right perplexing!?! The should not get more than a 3, but generally 1-2. I sorta want to give it a 1, but the packaging is very pretty and aesthetically pleasing so I through in the extra point.<br /><br />I ordered these thinking that'd they'd be maybe a slightly better version of Baked Lays. Man was I wrong... I've tried most of the Baked Lays flavors, my go-to's at first were 1.) original baked lays and 2.) sour cream baked lays (since those are my favorite regular lays). But then  I discovered BBQ Baked Lays. And seriously, those are FANTASTICALLY great. BBQ Baked Lays are packed with SO much flavor.<br /><br />These Popchips taste like slightly burnt airpocket chips. Literally they do. Because they aren't as good as Baked Lays I can definitely see eating much less of them (which could be a benefit), but I say just use portion control-- and zip lock bag a bunch of Baked Lays.<br /><br />I'm trying to think of ways to go into more detail, but there's really not much more I can say.<br /><br />****SUMMARY****<br /><br />How do Popchips taste? Like slightly burnt air chips. (it's sort of a weird taste, takes ALOT of getting used to)<br /><br />Would I suggest buying them? No. If you're eager to try them, I say buy a bag from your local grocery store. A week or so after I ordered these on here I saw them at m local Krogers, so they're definitely expanding.<br /><br />Nutrition Information: 1 bag (.8 oz/ 23g) = 100 calories, Total Fat = 3g (5%), Sodium = 210 mg (9%), Total Carbohydrate = 16g (5%), Dietary Fiber = 1 g (4%), Sugar = 2g, Protein 1 g, Vitamin A , Vitamin C, Calcium, and Iron = 2 %.<br /><br />If you buy a big bag of BBQ Popchips and big bag of BBQ Baked Lays, here are the nutrition information side-by-side:<br /><br />**POP CHIPS:**<br />Serving Size: 1oz/28g/about 19 chips, Calories= 120, Total Fat = 4.5g (6%), Sodium 280mg (11%), Total Carbohydrate 20g (6%),<br />Dietary Fiber 1g (4%), Sugars 2g, Protein 1g<br /><br />**BAKED LAYS:**<br />Serving Size= 1oz/28g/about 19 chips, Calories = 120, Total Fat 3g (5%),  Sodium 210mg (9%), Potassium 230mg, Total Carbohydrate 22g (7%), Dietary Fiber 2g 8%, Sugars 3g, Protein 2g, Vitamin C 4%, Calcium 2%<br /><br />So these two are very close, but Baked Lays wins because it virtually has not sodium, since potassium 230mg offsets the Sodium 210mg, leaving 20g of Potassium. Plus there's more Fiber and more Vitamin C. And most importantly they taste better.<br /><br />I for one have to be careful about my sodium intake so the fact that Baked Lays has potassium in it is a huge benefit.<br /><br />At the end of the day make a decision for yourself, but I'd strongly advise you to purchase a bag from the store first. Maybe even compare your favorite flavor in both Baked Lays and Popchips... I can almost guarantee you that Baked Lays will win hands down.<br /><br />(Hopefully Amazon starts selling well-priced variety single-serve bags of Baked Lays soon. For now I found one from a seller, but the price seems a little high (but there are 40 bags instead of 20): <a href=""http://www.amazon.com/gp/product/B003TVDHIO"">Smart Mix Variety Pack, 30-Count: 7-Baked Lay's Classic, 6-Baked Cheetos, 6-Baked Ruffles, 6-Baked Doritos Nachos Cheese & 5-Rold Gold Tiny Twists (Pack of 2)</a> )",4/16/11
B001RVFDOO,3,weight?,"I have not ordered yet, my question is, from the description, it is 24 bags at 0.8 ounces. How does this equal 192 ounces in total weight?",4/19/10
B001RVFDOO,3,NOT worth the online order NOR is cheap $$$!,"I first tried the BBQ flavor at a restaurant, which was good. Then, I was carried away with the 1/2 fat part, which made me pay without realizing my mistake!<br /><br />The ""Salt & Pepper"" is OK! ONLY OK, after trying another one, I changed my mind!<br /><br />The ""BBQ"" is good, but not that good!<br /><br />The rest is pure trash! I did not like them, what-so-ever nor my other 4 friends!<br /><br />The price is wayyyyyy high, and not worth it for a small single serving, as others such as Utz is WAYYYY better and cheaper!<br /><br />3 starts is too much for this over-marketed, less of flavor, and over-priced snack!<br /><br />AVOID!<br /><br />2 stars off: bad flavors<br /><br />1 star off: PRICY AS SH**!, and not worth it!",6/19/12
B001RVFDOO,5,Did not work for me,"I've tried using a toaster/microwave/confection oven/stove to make these things myself, but I wasn't able to. I even tried barbecuing but was unable to get the chips to ""pop"". I verified my methods with a local grocery store clerk named Mat (his name has one ""T"", which seemed a little strange to me), but to no avail.<br /><br />I contacted customer support asking for instructions but they acted aloof and confused about their own product! I don't know why they couldn't just mail, or at least email me some popping instructions.<br /><br />Luckily I think even raw/unpopped they taste pretty good. People look at them funny at first, but after they try a few they basically devour the whole bag, completely unpopped...",8/29/11
B001RVFDOO,3,good chips but....,"The flavors are kind of funky salt and pepper? Tastes like someone just pored a jar of black pepper over the chips and the salt and vinegar, thee two varieties just make one go yummm EWWWWWW tossed out those verities but the others were very good. Less chip and more like a cracker with a chip flavor. Still a good item but I wouldn't suggest the variety pack unless you living dangerous and have lots of water to gag them down with.",1/15/10
B001RVFDOO,4,'Healthy chips',"The 'Sun Chips' are an OK substitute for the usual potato, corn, whatever chip cooked in oil and over salted.  They are not nearly as un-palatable as I thought they would be.  Have added them to my 'heart healthy' diet regime.  All are good except for the 'multi-grain' style, which has the texture of a sheet of plywood.",1/6/12
B001RVFDOO,1,Not so great,I bought those chips after reading good reviews but I was very disappointed with the taste. It was nothing like what I expected (granted that I expected good old kettle cooked potato chips). I bought the 6-flavor variety pack and there were many flavors I did not care for. It was worth trying them but I am not going to purchase them again in the future.,2/27/11
B001RVFDOO,1,They Have Been Around Forever But You Did Not Know It,"Pop Chips are basically a horribly over-priced version of ""Munchos"" which are baked potato chips and have been around forever. Period.",6/25/12
B001RVFDOO,1,Hidden sources of MSG in the ingredients,"I bought these chips thinking that they are ""all natural"" per their description of ""No preservatives, no artificial flavors or colors.""  When I received them I checked the ingredients, and they contain ""yeast extract,"" which is synonymous with MSG (yeast extract contains processed free glutamic acid).  I will never purchase this product again.",11/4/10
B001RVFDOO,2,get the salt and pepper box instead,the best flavor in this box is the salt and pepper and the bbq flavor.  all the other flavor was just so-so,3/16/10
B001RVFDOO,1,Awful,"I was at a charity fund raising event where they were handing these out. They seemed pretty tasty, so I bought a couple bags at Target. The ones I bought (Barbeque and Salt and Vinegar) were AWFUL! I ended up throwing away most of them, neither I nor anyone else who tried them could choke them down. The ones they were handing out as samples were clearly very different from what they are selling. Don't waste your money.",1/26/12
B001RVFDOO,1,"TASTE AVERAGE, INSANELY EXPENSIVE","These chips taste average and they are insanely expensive compare to the big bags of chips from safeway or costco, for $2, you can get a big bag with 10 times the amount of chips compare to these 0.8oz bag chips, so for $5 in safeway, you can get $30 worth of popchips, these bags are so tiny, it's like serve size for fat people trying to lose weigh or something, for me, i never gain weigh, i rather go buy big bag of chips, these are expensive ripoff chips, will never buy again.<br />Maybe i think the price is high because i bought it from amazon.com, maybe elsewhere is cheaper, but chips as junk food, shouldn't be that expensive compare to local stores.",9/14/10
B001RVFDOO,3,Low calorie snack,"I'm not as crazed about these as everyone else, but for a low-calorie snack, they're fine.  They certainly don't do much to curb the appetite though. I'm typically just as hungry after finishing as before - not like with Protein Chips (also available through Amazon).",7/27/09
B001RVFDOO,3,Not My Type of Potato Chips.,"The texture is like rice crackers, which I personally don't like. Taste isn't too bad, but every single bags are too salty, even the original flavor. I'd give four stars if they make low sodium chips. The salt.. is one of your worst enemies. I bet it does more harms to your body than MSG's.",5/3/10
B001RVFDOO,2,too salty,"These chips are too salty!!!<br />I like the crunch, size of the bags, and variety.<br />But i cannot finish the case due to how salty these chips are.",7/14/12
B001RVFDOO,4,Satisfies the salty snack craving,"The cheddar tastes a little weird, but that could be personal preference. The salt and vinegar is very strong, but tastes okay other than that.  Salt and pepper is yum!  Barbeque is good too.  Plain is plain.  If you're a die hard potato chip lover and don't care about calories, don't bother with these.  However, if you want your salty snacks and don't want all the calories, these work.  I'd buy them again.",3/24/12
B001RVFDOO,5,2 POINTS PLUS  on Weight Watchers,"I have been on weight watcher's for about 13 months.  I have lost 60 pounds.  The most important part to being on weight watchers is too find food items that let you feel like your not giving anything up.  Popchips do that for me.  They are only 2 points plus on weight watcher's.  They go great with every meal (salad,soup,sandwich,etc). I can not live without them.  So i say BUY BUY BUY AND BUY",2/15/12
B001RVFDOO,4,So Good,Love these!  I'm not a fan of potato chips but these taste fresh and not at all greasy.  A little like Pringles but much tastier.,11/27/11
B001RVFDOO,5,Melts In Your Mouth,"I am so happy to have discovered these chips. I hate stealing a phrase from another product, but they melt in your mouth. I have ordered and tried all flavors without disappointment.Just getting ready to place another order for these 100 calorie per bag, air popped chips. Do try them people!",10/27/11
B001RVFDOO,3,I only like the plain ones,"This seemed like the perfect way to limit my addiction to potato chips. Small, single serving bags.  I really like the plain, unflavored Popchips, but the rest of the flavors had an aftertaste.  I plan to set up Subscribe & Save for just the plain.",8/14/11
B001RVFDOO,5,Ships to APO,"Love the chips, nice 100 +/- calorie snack, reminds me of Munchos, but less greasy, flavors are good (salt & vinegar least favorite). And they've started shipping APO--thank you and my family thanks you (so they don't have to get the package and reship!) Made my day.",7/4/11
B001RVFDOO,4,"Tasty, Crunchy, and Filling","I won't get into all of the specifics of these chips as they are listed here on Amazon. However, I will talk about the product overall. It is very well packaged, the PopChips bags aren't flimsy or too loud. You don't have to worry much about these getting smashed while they're in a bag with heavier items. They hold their own. When trying new foods, snacks, flavors, I tend to purchase a variety pack so that I can sample everything. Let me tell you, these chips are packed with flavor but, it's not, in my opinion, too heavy or saturated. My favorites are the Barbecue Potato and Cheddar Potato by far. Very realistic, savory flavors. Then, there a couple that are not my favorite but, tasty with time. The Sea Salt and Pepper Potato and the Sea Salt and Vinegar Potato are a bit strong at first and, if you don't like those flavors, I would say you wouldn't like those chips but, they certainly accomplish the taste of those ingredients. Original Potato and Sour Cream and Onion Potato are also tasty but, nothing to necessarily rave about, for me at least. I would not call this a ""diet"" chip but, a healthy alternative to over processed chips. I saw a few complaints about the PopChips being ""too salty"" or ""high in sodium"". The chips can come across salty to a person who doesn't consume much salt but, per bag, these PopChips contain about as much sodium as a cup of plain yogurt. Overall, great buy. You just have to decide if the price tag is okay for you, and for me, it is.",6/22/11
B001RVFDOO,5,Yum!,"Wow, these are remarkably tasty chips.  I discovered them through Weight Watchers and like the fact that they are low in calories and fat.<br />But they are high in flavor and umami.<br />I am now a big fan!",6/8/11
B001RVFDOO,5,"Low in Calories, High in Taste","These are great because they're only 100 calories per pack and are just as good, if not better, than other chips out there.<br /><br />The ""Original"" style taste exactly like Munchos, but don't come with the high calorie count.  The other flavors (Sour Cream & Onion, Salt & Vinegar, Salt & Pepper, Cheddar, and BBQ) are all delicious, as well.",5/9/11
B001RVFDOO,4,zippy,"We liked these.  Quite good, even if they're 'healthy' @ 100 calories & 3 whole fat grams a bag. My favorites are the plain, the others are very strong flavored, very zippy!",4/25/11
B001RVFDOO,5,Buy them less from here!!! (While you can),"I had seen these advertised on the Hungry Girl website but was not big on buying an expensive potato chip.  I was given a free bag at some event & found them to be tasty.  The single serve bags in the grocery store were $1 for a 0.8 oz bag.  Buy them from here and they are $21 for 24 1 oz bags. (Same amount of Weight Watchers points.) If you get two cases, shipping is free! Get them now before the states force the sales tax thing through!<br /><br />All of the flavors are really good.  I even liked the BBQ which I normally do not like in a chip. The cheddar have a good cheese taste and the salt'n'pepper have a kick. They do not leave a funny aftertaste or strange mouth coating like some of the other lower fat/calorie chips.",3/21/11
B001RVFDOO,5,delicious,"Love these chips.  They are perfectly seasoned and of course have no grease at all.  There is also not the cardboard taste of a baked chipped.  The popped texture of the potatoes is nice and light. They are only 100 calories a bag, but there are lots of chips in the bag so it's a great snack.  The ingredient list is also pretty wholesome without any strange chemicals added.  Fav flavor is probably salt and pepper or bbq.",3/18/11
B001RVFDOO,5,My new favorite chips!,"I love chips and can easily go through an entire bag in one sitting. With Popchips single serve pouches, I can now feel good about snacking as each bag is only 100 calories. The single serve pouches also help in portion control. The larger bags are a slightly better value, but unless you have astounding self control, I would recommend the single serving option. They are that good! They easily stand up to any of the traditional fried chips I've ever had, and at half the fat and calories, how could you ask for anything more?<br /><br />The variety pack comes in 6 flavors: Original, Sour Cream and Onion, Salt and Pepper, Cheddar, Salt and Vinegar, and BBQ. My favorite flavors are Salt and Pepper and Cheddar. My least favorite is Salt and Vinegar, but I don't like ANY salt and vinegar flavored chip. My only wish is that this variety pack contained the Parmesan Garlic flavor which is VERY good, but extremely hard to find in local stores. I have ordered the Parmesan Garlic flavor in a 24 pack here on Amazon, but prefer the assortment that comes in the variety pack.<br /><br />At ~$17 after the subscribe and save discount, each bag costs only 70 cents. This is a bargain for these great tasting, healthy chips and I highly recommend you try them!",3/13/11
B001RVFDOO,5,This picky eater loves them (most flavors),"I was a little hesitant to try these, especially after reading such mixed reviews although overall they were positive. However, I liked the idea that they are healthier than regular chips and I figured they would be great for school lunches, quick snacks, etc. I decided to give them a try and figured if we did not like them, they could be donated.  I ordered a mixed case the first time around to see which flavors we liked more (or less) and thought that would give us a good sampling.  After deciding we liked most of the flavors, we decided to try other ones as well.<br /><br />Despite the flavor preferences, these chips do not taste like cardboard.  At first taste, they are a little crunchier and thicker than you might expect. I think this is a good thing, because it means they are not heavily-laden with oil.  The 0.8 oz bags are 100 calories each as well, which is much better than the other alternatives and gives you the enjoyment of chips without the extra calories, trans fat, etc.<br /><br />I have included a summary of opinions below from myself, friends and family for each flavor:<br /><br />Sea Salt & Vinegar - Great, the absolute favorite flavor for everyone<br />BBQ - Very good, I'm not crazy about BBQ to begin with but would say this flavor is ""sweet"" BBQ. Everyone else loved them.<br />Cheddar - Very Good, probably close in preference to the BBQ<br />Original Potato - Good, but a little salty (seems to fluctuate somewhat between bags)<br />Salt & Pepper - Good, everyone liked them but preferred other flavors more<br />Parmesan Garlic - Good, but overall was 50/50. You definitely taste more parmesan than garlic and most people were expecting the latter.<br />Sour Cream & Onion - Not so good, no one really liked these enough to want more or to even finish the bag<br /><br />I know taste is a very subjective thing, but I hope this review helps someone decide to give these a try. I did get them at a reduced price through subscribe & save, and shortly after my first order, Amazon had them on the Gold Box for an even better price.  I think the average price per bag came out to approximately forty six cents a bag and had free shipping under my prime account.",2/5/11
B001RVFDOO,5,Pop Chips Rock!,"These are the greatest potato snack products I've found.  Only 2 points for Weight Watchers.  Really crispy and tasty.  All of the flavors are great.  My only complaint......it's difficult to open the little bags.  I need a pair of scissors, but I guess that keeps them fresher for longer so it's a great trade off.  I would recommend these chips to everyone.",9/24/10
B001RVFDOO,4,Great guiltless snack,"I really like these chips.  They have a different texture than regular potato chips but I still find it really tasty.  Even my boyfriend, who is often averse to all things ""healthy"" and ""low fat"" will gobble these up rather quickly.  The variety packs are great because they allow you to have a little bit of everything, but of course the downside is that you may not like some flavors as much.  I find the original version to be a little bland by itself, and the sea salt and vinegar flavor might be too strong for some people.",7/2/10
B001RVFDOO,5,"Tasty potato chips, low in calories, great flavor","I am potato chip-addicted. I don't only enjoy potato chips, but I also enjoy any type of potato product. This product really hit the mark for me.<br /><br />I consider these a full-fledged snack. Each bag is packed with chips. They are moderately seasoned, and full of flavor. The consistency is slightly like a popcorn cake -- but they're crisp and crunchy, not puffy. They have a distinct potato taste.<br /><br />The best part? Each bag clocks in at only 100 calories! And I repeat -- these are not a simple ""100 calorie"" snack. What you get here is a full bag of chips. What's great about the content vs. calorie content is that these are perfect to accompany your lunch without feeling guilty about eating a 200-300 calorie bag of chips.<br /><br />My personal favorites were the Sea Salt and Vinegar and the Original. The barbecue flavor is sweet, not smoky. The Salt and Pepper, Cheddar, and Sour Cream and Onion flavors are standard fair. But the chips are adequately and evenly seasoned and I did not notice differences in seasoning from one chip to the next.<br /><br />These are a great product, well manufactured, and a treat to eat. I'll definitely buy more of these in the future.",12/16/09
B001RVFDOO,5,"Love, love, love these chips!!","Wow, these chips are delicious!<br /><br />They're low in calorie and carb count. I can actually have a salty snack without feeling guilty about it and the taste is better then unhealthy oil-smothered grocery store chips.<br /><br />The sour cream & onion, salt & vinegar, and cheddar are my favorites!<br /><br />If you're weight conscience, want something healthy, or just want something that tastes good, buy these chips! You won't be disappointed!",10/7/09
B001RVFDOO,5,"All the taste, but where's the fat?","This doesn't taste as addicting as the real fried potato chips, but it's still very good.<br />Considering it's low in calories and it's only popped..  it taste much better than the ones that are freeze dried.<br />These pops taste as light as the rice crispy treats, but with a good amount of flavor and crunch.<br />I like it, a small little pack that you can just grab when you feel like having something quick.<br />I keep then in my room in case if I ever get the cravings for chips.<br />All the flavors that come in are good too, no complains.<br /><br />The package also arrived fast and it's pretty cheap, I would recommend people who is watching calories to get this!",10/7/09
